4,3 
20,5 
20,5 
20,5 
20,5 
20,5 
20,5 
20,5 
20,5 
20,5 
20,5 
20,10 
20,10 
20,10 
20,10 
20,10 
20,10 
20,10 
20,10 
20,10 
20,10 
20,20 
20,20 
20,20 
20,20 
20,20 
20,20 
20,20 
20,20 
20,20 
20,20 
50,5 
50,5 
50,5 
50,5 
50,5 
50,5 
50,5 
50,5 
50,5 
50,5 
50,10 
50,10 
50,10 
50,10 
50,10 
50,10 
50,10 
50,10 
50,10 
50,10 
50,20 
50,20 
50,20 
50,20 
50,20 
50,20 
50,20 
50,20 
50,20 
50,20 
100,5 
100,5 
100,5 
100,5 
100,5 
100,5 
100,5 
100,5 
100,5 
99,5 
100,10 
100,10 
100,10 
100,10 
100,10 
100,10 
100,10 
100,10 
100,10 
100,10 
100,20 
100,20 
100,20 
100,20 
100,20 
100,20 
100,20 
100,20 
100,20 
100,20 
200,10 
200,10 
200,10 
200,10 
200,10 
200,10 
200,10 
200,10 
200,10 
200,10 
200,20 
200,20 
200,20 
200,20 
200,20 
200,20 
200,20 
200,20 
200,20 
200,20 
500,20 
500,20 
500,20 
500,20 
500,20 
500,20 
500,20 
500,20 
500,20 
500,20 
